step,task_id,remaining_work,total_work,progress,status,finished_step
1,0,10.0,10.0,0.0,pending,
1,1,5.0,5.0,0.0,pending,
1,2,10.0,10.0,0.0,pending,
1,3,15.0,15.0,0.0,pending,
1,4,10.0,10.0,0.0,pending,
1,5,10.0,10.0,0.0,pending,
1,6,10.0,10.0,0.0,pending,
1,7,10.0,10.0,0.0,pending,
1,8,10.0,10.0,0.0,pending,
1,9,15.0,15.0,0.0,pending,
1,10,5.0,5.0,0.0,pending,
1,11,15.0,15.0,0.0,pending,
1,12,5.0,5.0,0.0,pending,
1,13,10.0,10.0,0.0,pending,
1,14,5.0,5.0,0.0,pending,
1,15,5.0,5.0,0.0,pending,
1,16,15.0,15.0,0.0,pending,
1,17,10.0,10.0,0.0,pending,
1,18,15.0,15.0,0.0,pending,
1,19,15.0,15.0,0.0,pending,
1,20,15.0,15.0,0.0,pending,
1,21,5.0,5.0,0.0,pending,
1,22,10.0,10.0,0.0,pending,
1,23,5.0,5.0,0.0,pending,
1,24,15.0,15.0,0.0,pending,
1,25,5.0,5.0,0.0,pending,
1,26,15.0,15.0,0.0,pending,
1,27,10.0,10.0,0.0,pending,
1,28,10.0,10.0,0.0,pending,
1,29,15.0,15.0,0.0,pending,
1,30,5.0,5.0,0.0,pending,
1,31,10.0,10.0,0.0,pending,
1,32,10.0,10.0,0.0,pending,
1,33,10.0,10.0,0.0,pending,
1,34,15.0,15.0,0.0,pending,
1,35,15.0,15.0,0.0,pending,
1,36,5.0,5.0,0.0,pending,
1,37,15.0,15.0,0.0,pending,
1,38,10.0,10.0,0.0,pending,
1,39,10.0,10.0,0.0,pending,
1,40,15.0,15.0,0.0,pending,
1,41,10.0,10.0,0.0,pending,
1,42,5.0,5.0,0.0,pending,
1,43,15.0,15.0,0.0,pending,
1,44,5.0,5.0,0.0,pending,
1,45,5.0,5.0,0.0,pending,
1,46,15.0,15.0,0.0,pending,
1,47,10.0,10.0,0.0,pending,
1,48,15.0,15.0,0.0,pending,
2,0,10.0,10.0,0.0,pending,
2,1,5.0,5.0,0.0,pending,
2,2,10.0,10.0,0.0,pending,
2,3,15.0,15.0,0.0,pending,
2,4,10.0,10.0,0.0,pending,
2,5,10.0,10.0,0.0,pending,
2,6,10.0,10.0,0.0,pending,
2,7,10.0,10.0,0.0,pending,
2,8,10.0,10.0,0.0,pending,
2,9,15.0,15.0,0.0,pending,
2,10,5.0,5.0,0.0,pending,
2,11,15.0,15.0,0.0,pending,
2,12,5.0,5.0,0.0,pending,
2,13,10.0,10.0,0.0,pending,
