step,task_id,remaining_work,total_work,progress,status,finished_step
1,0,10.0,10.0,0.0,pending,
1,1,10.0,10.0,0.0,pending,
1,2,5.0,5.0,0.0,pending,
1,3,10.0,10.0,0.0,pending,
1,4,15.0,15.0,0.0,pending,
1,5,10.0,10.0,0.0,pending,
1,6,10.0,10.0,0.0,pending,
1,7,10.0,10.0,0.0,pending,
1,8,10.0,10.0,0.0,pending,
1,9,10.0,10.0,0.0,pending,
1,10,15.0,15.0,0.0,pending,
1,11,5.0,5.0,0.0,pending,
1,12,15.0,15.0,0.0,pending,
1,13,5.0,5.0,0.0,pending,
1,14,10.0,10.0,0.0,pending,
1,15,5.0,5.0,0.0,pending,
1,16,5.0,5.0,0.0,pending,
1,17,15.0,15.0,0.0,pending,
1,18,10.0,10.0,0.0,pending,
1,19,15.0,15.0,0.0,pending,
1,20,15.0,15.0,0.0,pending,
1,21,15.0,15.0,0.0,pending,
1,22,5.0,5.0,0.0,pending,
1,23,10.0,10.0,0.0,pending,
1,24,5.0,5.0,0.0,pending,
1,25,15.0,15.0,0.0,pending,
1,26,5.0,5.0,0.0,pending,
1,27,15.0,15.0,0.0,pending,
1,28,10.0,10.0,0.0,pending,
1,29,10.0,10.0,0.0,pending,
1,30,15.0,15.0,0.0,pending,
1,31,5.0,5.0,0.0,pending,
1,32,10.0,10.0,0.0,pending,
1,33,10.0,10.0,0.0,pending,
1,34,10.0,10.0,0.0,pending,
1,35,15.0,15.0,0.0,pending,
1,36,15.0,15.0,0.0,pending,
1,37,5.0,5.0,0.0,pending,
1,38,15.0,15.0,0.0,pending,
1,39,10.0,10.0,0.0,pending,
1,40,10.0,10.0,0.0,pending,
1,41,15.0,15.0,0.0,pending,
1,42,10.0,10.0,0.0,pending,
1,43,5.0,5.0,0.0,pending,
1,44,15.0,15.0,0.0,pending,
1,45,5.0,5.0,0.0,pending,
1,46,5.0,5.0,0.0,pending,
1,47,15.0,15.0,0.0,pending,
1,48,10.0,10.0,0.0,pending,
2,0,10.0,10.0,0.0,pending,
2,1,10.0,10.0,0.0,pending,
2,2,5.0,5.0,0.0,pending,
2,3,10.0,10.0,0.0,pending,
2,4,15.0,15.0,0.0,pending,
2,5,10.0,10.0,0.0,pending,
2,6,10.0,10.0,0.0,pending,
2,7,10.0,10.0,0.0,pending,
2,8,10.0,10.0,0.0,pending,
2,9,10.0,10.0,0.0,pending,
2,10,15.0,15.0,0.0,pending,
2,11,5.0,5.0,0.0,pending,
2,12,15.0,15.0,0.0,pending,
2,13,5.0,5.0,0.0,pending,
2,14,10.0,10.0,0.0,pending,
2,15,5.0,5.0,0.0,pending,
2,16,5.0,5.0,0.0,pending,
2,17,15.0,15.0,0.0,pending,
2,18,10.0,10.0,0.0,pending,
2,19,15.0,15.0,0.0,pending,
2,20,15.0,15.0,0.0,pending,
2,21,15.0,15.0,0.0,pending,
2,22,5.0,5.0,0.0,pending,
2,23,10.0,10.0,0.0,pending,
2,24,5.0,5.0,0.0,pending,
2,25,15.0,15.0,0.0,pending,
2,26,5.0,5.0,0.0,pending,
2,27,15.0,15.0,0.0,pending,
2,28,10.0,10.0,0.0,pending,
2,29,10.0,10.0,0.0,pending,
2,30,15.0,15.0,0.0,pending,
2,31,5.0,5.0,0.0,pending,
2,32,10.0,10.0,0.0,pending,
2,33,10.0,10.0,0.0,pending,
2,34,10.0,10.0,0.0,pending,
2,35,15.0,15.0,0.0,pending,
2,36,15.0,15.0,0.0,pending,
2,37,5.0,5.0,0.0,pending,
2,38,15.0,15.0,0.0,pending,
2,39,10.0,10.0,0.0,pending,
2,40,10.0,10.0,0.0,pending,
2,41,15.0,15.0,0.0,pending,
2,42,10.0,10.0,0.0,pending,
2,43,5.0,5.0,0.0,pending,
2,44,15.0,15.0,0.0,pending,
2,45,5.0,5.0,0.0,pending,
2,46,5.0,5.0,0.0,pending,
2,47,15.0,15.0,0.0,pending,
2,48,10.0,10.0,0.0,pending,
3,0,10.0,10.0,0.0,pending,
3,1,10.0,10.0,0.0,pending,
3,2,5.0,5.0,0.0,pending,
3,3,10.0,10.0,0.0,pending,
3,4,15.0,15.0,0.0,pending,
3,5,10.0,10.0,0.0,pending,
3,6,10.0,10.0,0.0,pending,
3,7,10.0,10.0,0.0,pending,
3,8,10.0,10.0,0.0,pending,
3,9,10.0,10.0,0.0,pending,
3,10,15.0,15.0,0.0,pending,
3,11,5.0,5.0,0.0,pending,
3,12,15.0,15.0,0.0,pending,
3,13,5.0,5.0,0.0,pending,
