event_id,step,rank,objectives_json,violation,worker_types_json,routes_json,repairs_json
1,1,0,"[-35.0,-10.0]",,"[""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon""]",,
1,1,1,"[-35.0,-10.0]",,"[""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon""]",,
1,1,2,"[-70.0,-0.0]",,"[""QWDH"",""QWDH"",""QWDH"",""TWSH"",""TWSH"",""TWSH"",""TWSH"",""TWSH"",""QWDH"",""QWDH""]",,
1,1,3,"[-70.0,-0.0]",,"[""QWDH"",""QWDH"",""QWDH"",""TWSH"",""TWSH"",""TWSH"",""TWSH"",""TWSH"",""QWDH"",""QWDH""]",,
1,1,4,"[-67.0,-2.0]",,"[""QWDH"",""QWDH"",""QWDH"",""TWSH"",""TWSH"",""QWDH"",""Dragon"",""QWDH"",""QWDH"",""Dragon""]",,
1,1,5,"[-68.0,-1.0]",,"[""QWDH"",""QWDH"",""QWDH"",""TWSH"",""TWSH"",""TWSH"",""QWDH"",""Minimal"",""QWDH"",""QWDH""]",,
1,1,6,"[-39.5,-9.0]",,"[""Dragon"",""QWDH"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon""]",,
1,1,7,"[-39.5,-9.0]",,"[""Dragon"",""QWDH"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon""]",,
1,1,8,"[-44.0,-8.0]",,"[""Dragon"",""QWDH"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""QWDH"",""Dragon"",""Dragon""]",,
1,1,9,"[-44.0,-8.0]",,"[""Dragon"",""QWDH"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""QWDH"",""Dragon"",""Dragon""]",,
1,1,10,"[-48.5,-7.0]",,"[""Dragon"",""QWDH"",""Dragon"",""Dragon"",""Dragon"",""QWDH"",""Dragon"",""QWDH"",""Dragon"",""Dragon""]",,
1,1,11,"[-48.5,-7.0]",,"[""Dragon"",""QWDH"",""QWDH"",""Dragon"",""Dragon"",""Dragon"",""Dragon"",""QWDH"",""Dragon"",""Dragon""]",,
1,1,12,"[-53.0,-6.0]",,"[""Dragon"",""QWDH"",""QWDH"",""Dragon"",""Dragon"",""QWDH"",""Dragon"",""QWDH"",""Dragon"",""Dragon""]",,
1,1,13,"[-53.0,-6.0]",,"[""Dragon"",""QWDH"",""QWDH"",""Dragon"",""Dragon"",""QWDH"",""Dragon"",""QWDH"",""Dragon"",""Dragon""]",,
1,1,14,"[-57.5,-5.0]",,"[""Dragon"",""QWDH"",""QWDH"",""Dragon"",""Dragon"",""QWDH"",""Dragon"",""QWDH"",""QWDH"",""Dragon""]",,
1,1,15,"[-57.5,-5.0]",,"[""Dragon"",""QWDH"",""Dragon"",""Dragon"",""Dragon"",""QWDH"",""Dragon"",""QWDH"",""QWDH"",""QWDH""]",,
1,1,16,"[-62.0,-4.0]",,"[""Dragon"",""QWDH"",""QWDH"",""QWDH"",""Dragon"",""QWDH"",""Dragon"",""QWDH"",""QWDH"",""Dragon""]",,
1,1,17,"[-62.0,-4.0]",,"[""QWDH"",""QWDH"",""QWDH"",""Dragon"",""Dragon"",""QWDH"",""Dragon"",""QWDH"",""QWDH"",""Dragon""]",,
1,1,18,"[-65.0,-3.0]",,"[""QWDH"",""QWDH"",""QWDH"",""Dragon"",""QWDH"",""Minimal"",""Dragon"",""QWDH"",""QWDH"",""QWDH""]",,
1,1,19,"[-65.0,-3.0]",,"[""QWDH"",""QWDH"",""QWDH"",""Dragon"",""Minimal"",""QWDH"",""Dragon"",""QWDH"",""QWDH"",""QWDH""]",,
2,251,0,"[1000000000000.0,1000000000000.0]",,"[null,null,null,null,null,""TWSH"",null,null,null,null]",,
2,251,1,"[1000000000000.0,1000000000000.0]",,"[null,null,null,""TWSH"",""Dragon"",""TWSH"",null,null,""TWSH"",null]",,
2,251,2,"[1000000000000.0,1000000000000.0]",,"[null,""QWDH"",null,null,null,""TWSH"",""TWSH"",""QWDH"",""Minimal"",""QWDH""]",,
2,251,3,"[1000000000000.0,1000000000000.0]",,"[""TWSH"",null,null,""QWDH"",null,""TWSH"",""TWSH"",""Minimal"",""TWSH"",""Dragon""]",,
2,251,4,"[1000000000000.0,1000000000000.0]",,"[""Minimal"",null,null,null,""Dragon"",""TWSH"",""Minimal"",""Minimal"",""TWSH"",null]",,
2,251,5,"[1000000000000.0,1000000000000.0]",,"[null,null,null,""TWSH"",null,""TWSH"",null,null,""Dragon"",""Dragon""]",,
2,251,6,"[1000000000000.0,1000000000000.0]",,"[null,null,null,""QWDH"",null,""TWSH"",""Minimal"",null,""TWSH"",""Dragon""]",,
2,251,7,"[1000000000000.0,1000000000000.0]",,"[""Minimal"",null,null,null,null,""TWSH"",""Minimal"",""TWSH"",""TWSH"",null]",,
2,251,8,"[1000000000000.0,1000000000000.0]",,"[""Minimal"",""QWDH"",null,null,""Minimal"",""TWSH"",null,""Minimal"",null,null]",,
2,251,9,"[1000000000000.0,1000000000000.0]",,"[""TWSH"",""QWDH"",null,null,""Minimal"",""TWSH"",""Minimal"",""Minimal"",null,null]",,
2,251,10,"[1000000000000.0,1000000000000.0]",,"[null,null,null,""TWSH"",null,""TWSH"",""Minimal"",""Minimal"",null,null]",,
2,251,11,"[1000000000000.0,1000000000000.0]",,"[""TWSH"",""QWDH"",null,null,""Minimal"",""TWSH"",""Minimal"",null,null,null]",,
2,251,12,"[1000000000000.0,1000000000000.0]",,"[""TWSH"",""QWDH"",null,""TWSH"",null,""TWSH"",""TWSH"",""Minimal"",""TWSH"",""QWDH""]",,
2,251,13,"[1000000000000.0,1000000000000.0]",,"[null,null,null,null,""Minimal"",""TWSH"",null,null,""Dragon"",""TWSH""]",,
2,251,14,"[1000000000000.0,1000000000000.0]",,"[""TWSH"",null,null,""TWSH"",null,""TWSH"",null,null,""TWSH"",""Dragon""]",,
2,251,15,"[1000000000000.0,1000000000000.0]",,"[""TWSH"",null,null,null,""Dragon"",""TWSH"",null,""Minimal"",null,null]",,
2,251,16,"[1000000000000.0,1000000000000.0]",,"[""Dragon"",null,null,null,null,""TWSH"",null,null,""TWSH"",""Dragon""]",,
2,251,17,"[1000000000000.0,1000000000000.0]",,"[null,null,null,null,null,""Dragon"",null,null,null,null]",,
2,251,18,"[1000000000000.0,1000000000000.0]",,"[null,null,null,null,null,""TWSH"",null,null,""TWSH"",null]",,
2,251,19,"[1000000000000.0,1000000000000.0]",,"[""TWSH"",""QWDH"",null,null,null,""TWSH"",""Minimal"",null,""Minimal"",""QWDH""]",,
