id,x,y,total_work,remaining_work
0,7.142857142857143,7.142857142857143,10.0,10.0
1,21.42857142857143,7.142857142857143,10.0,10.0
2,35.714285714285715,7.142857142857143,5.0,5.0
3,50.0,7.142857142857143,10.0,10.0
4,64.28571428571429,7.142857142857143,15.0,15.0
5,78.57142857142857,7.142857142857143,10.0,10.0
6,92.85714285714286,7.142857142857143,10.0,10.0
7,7.142857142857143,21.42857142857143,10.0,10.0
8,21.42857142857143,21.42857142857143,10.0,10.0
9,35.714285714285715,21.42857142857143,10.0,10.0
10,50.0,21.42857142857143,15.0,15.0
11,64.28571428571429,21.42857142857143,5.0,5.0
12,78.57142857142857,21.42857142857143,15.0,15.0
13,92.85714285714286,21.42857142857143,5.0,5.0
14,7.142857142857143,35.714285714285715,10.0,10.0
15,21.42857142857143,35.714285714285715,5.0,5.0
16,35.714285714285715,35.714285714285715,5.0,5.0
17,50.0,35.714285714285715,15.0,15.0
18,64.28571428571429,35.714285714285715,10.0,10.0
19,78.57142857142857,35.714285714285715,15.0,15.0
20,92.85714285714286,35.714285714285715,15.0,15.0
21,7.142857142857143,50.0,15.0,15.0
22,21.42857142857143,50.0,5.0,5.0
23,35.714285714285715,50.0,10.0,10.0
24,50.0,50.0,5.0,5.0
25,64.28571428571429,50.0,15.0,15.0
26,78.57142857142857,50.0,5.0,5.0
27,92.85714285714286,50.0,15.0,15.0
28,7.142857142857143,64.28571428571429,10.0,10.0
29,21.42857142857143,64.28571428571429,10.0,10.0
30,35.714285714285715,64.28571428571429,15.0,15.0
31,50.0,64.28571428571429,5.0,5.0
32,64.28571428571429,64.28571428571429,10.0,10.0
33,78.57142857142857,64.28571428571429,10.0,10.0
34,92.85714285714286,64.28571428571429,10.0,10.0
35,7.142857142857143,78.57142857142857,15.0,15.0
36,21.42857142857143,78.57142857142857,15.0,15.0
37,35.714285714285715,78.57142857142857,5.0,5.0
38,50.0,78.57142857142857,15.0,15.0
39,64.28571428571429,78.57142857142857,10.0,10.0
40,78.57142857142857,78.57142857142857,10.0,10.0
41,92.85714285714286,78.57142857142857,15.0,15.0
42,7.142857142857143,92.85714285714286,10.0,10.0
43,21.42857142857143,92.85714285714286,5.0,5.0
44,35.714285714285715,92.85714285714286,15.0,15.0
45,50.0,92.85714285714286,5.0,5.0
46,64.28571428571429,92.85714285714286,5.0,5.0
47,78.57142857142857,92.85714285714286,15.0,15.0
48,92.85714285714286,92.85714285714286,10.0,10.0
